Area,Habitaciones,Precio
415,2,1235040
196,2,442568
523,4,3577320
481,5,3354975
448,7,2370816
300,6,1211400
359,2,1278758
482,3,1599276
51,2,177276
494,6,5996172
510,1,1076610
461,3,1327680
567,6,6348132
367,5,1165225
477,7,4931703
85,1,170170
466,1,897516
377,2,1238822
586,5,2367440
189,2,450576
169,4,625976
598,5,4171050
383,5,4071290
568,1,478824
469,6,3050376
175,5,1508500
405,7,2129085
359,7,1646015
456,7,1752408
191,3,1343685
483,4,1848924
478,4,4051528
538,4,1121192
248,4,1295552
130,4,526240
426,7,3966060
571,3,3062844
197,7,2711114
357,4,942480
399,4,2895144
497,2,947282
262,4,1799416
452,5,3055520
415,3,1099335
337,6,4284618
158,1,235420
531,5,6621570
587,3,1945905
179,2,884976
256,6,995328
200,7,1492400
347,5,3147290
509,5,1918930
561,1,866184
450,6,1895400
165,6,2030490
487,3,1576419
153,3,386937
421,3,738855
535,7,5546345
214,6,1000236
425,1,909075
91,5,569205
195,5,1322100
158,7,2761682
245,7,1020425
541,2,1452044
340,4,709920
136,7,1081472
278,2,1083644
195,4,1333020
498,7,7491414
316,1,323900
335,7,2753030
115,2,385940
51,5,307785
442,3,2514096
434,7,1965586
36,3,130572
186,1,454770
145,4,734280
522,6,7335144
306,1,614142
40,5,211400
142,5,584330
204,6,620568
78,6,1133028
127,1,224155
430,4,3426240
176,1,193072
444,2,1924296
138,1,99774
394,5,2230040
374,1,917422
130,7,615160
119,6,1699320
247,4,1277484
465,1,275745
163,2,754364
263,2,1018862
114,2,457368
509,4,2347508
361,5,2499925
32,4,198912
418,4,3048056
135,1,158220
241,6,2983098
144,2,444096
203,2,634578
43,1,50869
548,5,5159420
313,2,1481742
183,3,378810
333,2,595404
310,6,2657940
192,7,2784768
60,6,644040
419,3,1998630
515,1,938330
132,1,230868
580,5,1928500
331,5,2052200
213,7,1449252
224,3,1413216
597,4,4038108
527,5,3051330
53,3,388119
304,3,2030112
370,6,2266620
138,4,788808
271,2,456364
450,6,2808000
161,5,789705
422,4,1490504
47,7,639905
566,2,1673096
294,7,4867170
349,7,4553752
183,6,673074
61,3,434442
71,7,358834
393,2,1451742
548,4,1597968
536,2,1556544
335,6,2401950
284,2,1387624
521,2,934674
357,2,1368024
519,2,1909920
450,1,571950
318,5,1512090
47,1,114868
269,4,2212256
590,6,5341860
528,4,2559744
572,1,334620
561,5,3337950
465,5,4071075
545,3,3013305
295,6,4127640
340,4,1687760
128,2,390400
343,5,4155445
260,6,1884480
59,2,59236
112,6,966336
164,7,1480920
569,7,7679224
40,6,212880
459,7,4588164
472,7,7668584
584,3,3139584
150,5,816750
365,6,2507550
356,4,1314352
134,1,328434
340,4,814640
167,4,898460
377,6,5446896
392,7,6116376
530,1,821500
588,6,7722792
586,2,2211564
438,3,1245672
97,1,141038
461,7,5347139
595,6,6247500
436,3,1591836
84,7,1225980
88,4,662112
526,3,3466866
54,3,84078
245,5,1582700
163,2,240914
449,2,1119806
490,2,870240
527,6,3724836
30,2,129840
490,3,2354940
565,5,3152700
195,2,514020
52,1,78312
435,2,1238880
266,1,423206
490,6,1693440
428,2,1921720
187,6,1314984
209,1,431376
112,6,986496
367,4,2839112
319,4,2402708
173,5,577820
133,2,437836
543,6,6424776
54,2,214704
318,3,2182752
121,6,762300
110,3,181500
47,7,447440
123,2,510696
83,2,195216
324,4,1842912
579,4,4870548
520,4,3515200
188,7,3087336
421,7,5888106
487,5,2271855
153,4,1069164
514,2,1195564
100,4,640800
387,4,1729116
304,7,3666544
225,7,1915200
353,2,355824
390,7,5686590
475,2,1630200
489,7,6846000
267,3,1675692
445,2,1516560
113,6,1356000
56,6,205968
382,6,3625944
527,5,2068475
477,6,2175120
577,7,4846800
589,3,2297100
336,1,310128
115,2,206770
312,2,319488
586,1,634052
345,4,3193320
378,4,2653560
351,4,1648296
462,3,3452526
523,4,4016640
212,1,305916
429,2,1608750
172,6,2556264
558,5,4140360
565,2,1360520
368,5,2863040
307,3,2139483
503,3,2912370
537,2,2223180
334,6,4687356
257,5,1479035
323,5,2679285
61,5,387350
437,3,765624
511,2,1840622
528,6,3868128
109,2,131672
286,3,801372
320,6,2501760
559,3,3442881
268,1,610504
589,5,2070335
394,4,1211944
337,6,4632402
359,6,3577794
115,5,1189675
599,2,716404
209,4,1200496
281,6,1261128
305,1,317200
277,1,190299
420,4,3213840
389,7,4024594
564,3,3164040
260,5,1695200
491,4,3676608
96,2,287424
381,5,3720465
392,1,895720
119,7,902139
592,5,3208640
245,1,306740
273,5,741195
233,6,699000
109,7,1426810
80,4,632000
142,7,1420426
483,4,4250400
174,1,415164
42,1,40530
295,5,911550
386,6,4511568
309,4,1143300
40,5,298200
220,5,1766600
128,6,1624320
265,6,3968640
135,3,1003185
375,1,290250
197,6,2436102
352,3,604032
420,5,4754400
403,6,3738228
135,1,125415
285,1,254220
391,5,4007750
396,3,1157112
146,6,1079232
315,2,1467270
100,3,677400
570,7,5278770
367,5,1420290
571,4,3661252
519,5,5644125
293,3,1460019
97,2,359482
339,2,441378
444,4,923520
233,6,2316486
235,2,435220
404,2,805576
422,5,3295820
406,1,453096
242,3,550308
161,5,1692915
350,7,2682750
389,5,4590200
334,2,1451564
307,1,564573
99,6,1305018
198,2,821700
403,7,5684315
534,3,2944476
496,5,4287920
317,5,2001855
524,3,952632
390,6,2616120
77,1,189882
388,3,1712244
344,1,762992
298,7,3569146
93,5,684945
160,4,471680
495,4,2625480
244,4,969168
330,2,1405140
294,2,730884
193,6,1091994
322,2,1421952
263,1,288511
394,4,2666592
85,4,181900
198,3,716958
404,7,5322296
415,5,2353050
247,5,1463475
533,7,3548181
486,3,1519236
38,3,200640
197,5,493485
292,7,2066484
494,1,256386
519,3,1778094
314,3,988158
318,6,1347048
213,2,589584
475,4,4018500
326,3,607338
459,2,765612
462,2,1979208
385,4,3367980
533,2,1641640
49,3,214473
272,1,209984
39,1,40833
338,5,1414530
242,4,1223552
347,3,1189863
352,6,3053952
421,5,1601905
194,6,2786616
417,6,3265110
492,4,1346112
151,4,1045524
202,2,395920
142,7,2120202
220,4,520960
155,2,649760
493,4,2721360
487,3,1053381
522,3,880092
90,6,1116720
595,3,1238790
565,1,914735
554,6,7382604
356,5,3200440
393,5,1678110
484,5,4215640
328,3,1588176
598,3,1976988
279,7,3232215
250,3,703500
403,1,558155
131,6,507756
203,3,1418970
465,5,3454950
117,6,1334502
170,1,275230
310,7,3686830
97,2,432620
214,4,2087784
160,3,1096320
416,3,2015520
99,5,1009305
201,2,369438
294,6,2686572
288,4,2572416
139,5,1003580
416,5,5058560
213,6,760410
100,1,180900
481,4,2832128
240,7,1102080
142,2,584756
265,2,555970
461,7,3368988
186,3,290160
562,6,2326680
261,4,1311264
500,4,4786000
329,2,590226
274,5,2778360
291,2,588984
457,2,1270460
237,3,637767
49,5,244265
557,6,3124770
490,4,4225760
247,7,1678859
41,5,104140
239,6,1343658
249,1,262446
86,4,748200
126,7,514206
107,3,314901
498,3,2276856
425,7,5286575
127,1,119380
144,6,933984
380,7,6575520
537,3,1575558
34,3,248880
83,2,290334
222,6,735264
331,7,1642753
227,7,3454486
443,3,2547693
164,3,394584
152,4,686432
474,2,2360520
205,2,523570
85,3,541110
105,5,1189650
116,4,696000
194,6,727500
523,7,4839842
371,1,370629
579,5,2423115
35,3,253890
157,4,1557440
322,7,2578576
179,3,321663
127,3,908685
560,1,552160
57,4,144780
122,5,445910
327,3,635688
575,6,4629900
242,2,729388
72,4,422208
570,2,661200
206,7,2439864
428,7,4823560
135,3,719685
511,6,5610780
418,1,436392
59,7,931315
81,6,809676
153,7,1335537
557,5,3289085
533,4,3560440
411,1,528135
131,2,375446
421,1,213868
172,2,514624
352,7,6046656
133,3,944832
148,6,2067264
586,3,3022002
160,5,1995200
580,7,5493180
115,6,1485570
330,4,682440
513,4,1210680
357,6,4376106
232,2,594848
64,6,532608
304,2,1192288
167,5,1605705
110,5,602800
444,2,743256
246,7,2705262
413,1,650062
394,7,5402922
579,1,1012092
38,3,281124
132,6,1424808
494,4,3191240
244,7,3673908
199,6,2494266
352,5,2319680
68,4,406912
335,5,1629775
339,6,2495718
188,2,648976
219,2,434496
365,6,4226700
566,3,1675926
464,4,1731648
388,2,450080
599,7,4281053
561,2,884136
176,6,1952544
237,2,332274
274,3,1380960
273,2,384384
527,1,1299055
316,2,1358800
245,3,1164240
40,5,350800
501,5,4303590
444,5,4078140
486,7,4497444
191,7,2653945
48,4,289152
430,6,5227080
196,4,1112496
251,4,1091348
497,4,1477084
156,3,459576
207,7,2516913
385,7,4096400
595,5,2864925
138,5,965310
206,2,359676
560,5,6678000
187,2,277508
328,1,256168
352,4,2092288
257,4,1493684
115,7,1259020
230,4,1095720
182,6,2446080
386,4,3626856
397,3,1370841
291,6,2154564
453,3,2682666
556,1,628280
230,5,2840500
270,5,2863350
139,2,489558
268,4,645344
449,6,6492540
527,1,662439
80,5,894800
391,2,1393524
170,2,336600
308,3,931392
366,2,1045296
515,1,321360
500,6,7095000
374,7,5699386
256,5,2739200
137,6,664176
474,1,1026684
492,6,6969672
397,1,340626
289,3,1909134
561,2,1404744
160,5,494400
486,4,1874016
420,5,1942500
98,5,808010
69,4,516672
161,6,1855686
401,3,998490
36,7,348012
532,6,2914296
516,1,422088
474,1,1156560
91,3,653562
344,6,1779168
167,1,132431
194,3,1411932
384,5,4579200
406,3,1598016
359,4,1173212
453,7,6351513
408,4,2826624
419,3,1084791
317,5,1865545
531,1,720036
96,1,53568
165,5,1160775
34,4,70856
440,4,4151840
388,6,2691168
289,3,964971
285,5,929100
357,4,2020620
244,4,633424
330,7,1822590
524,5,2069800
127,7,1944243
523,1,296018
434,2,2026780
573,4,5661240
499,7,4069345
62,2,123256
170,5,1641350
508,5,2964180
167,2,308282
73,3,347772
174,7,1734432
227,1,486007
493,5,4678570
437,6,1869486
505,1,356530
105,3,728595
589,7,2997421
43,6,552894
427,2,747250
298,1,483356
64,6,414720
540,5,1412100
272,7,4447744
401,2,1436382
218,2,1066456
363,7,1832061
46,2,211232
177,6,644634
206,1,211974
363,6,2478564
435,5,3782325
74,5,922040
291,1,302640
414,6,4595400
152,1,87856
235,3,1148445
55,3,230340
448,1,300608
365,5,1178950
183,3,650565
63,2,218610
590,5,2070900
143,5,883740
462,3,946638
154,5,1853390
410,4,1069280
437,3,1675458
158,2,667392
523,5,2876500
352,7,2123968
228,5,850440
411,3,1861830
163,6,893892
207,5,1931310
517,1,681923
147,2,459228
356,7,2053408
555,5,6607275
412,2,1577960
135,1,84105
325,6,4420650
418,2,1843380
242,4,1822744
44,6,605880
55,3,135300
126,2,574308
577,2,732790
408,4,2878848
427,2,555100
514,5,5538350
350,2,1328600
527,2,950708
319,7,1587663
511,7,1974504
369,5,4306230
36,7,154224
510,2,792540
33,2,101442
584,2,1171504
80,6,492000
215,4,1890280
73,3,160089
327,6,4334058
484,3,3471732
183,7,1106784
47,6,602352
131,1,287414
388,7,4590040
117,2,185562
200,5,1368000
266,2,1067192
520,3,1658280
510,6,1872720
149,4,783144
255,1,557685
317,5,3848380
599,3,2965050
284,5,1614540
398,1,811124
392,6,3878448
386,6,5118360
434,2,1866200
185,5,624375
84,6,816984
183,4,1525488
85,1,49215
214,6,1741104
347,4,2315184
487,6,6405024
493,1,717315
365,5,3693800
314,1,395954
222,3,899100
307,6,3282444
402,5,1626090
146,1,362956
320,7,3073280
357,6,4860198
50,7,740950
72,1,120888
200,3,969600
278,5,2550650
363,5,2433915
492,2,2247456
47,7,654052
335,5,1400300
332,7,5510204
251,3,1134018
412,2,1648824
331,7,1350811
415,3,623745
551,6,1801770
167,2,260854
91,7,1051050
328,6,4573632
133,6,659946
544,3,3645888
234,4,1727856
368,4,3637312
155,7,2581215
280,6,3237360
226,1,432338
520,6,7625280
62,3,122016
222,3,1535796
159,6,488448
580,1,872900
228,6,3366648
407,5,2625150
62,4,528488
571,2,2580920
257,1,509117
489,3,3387303
464,4,3749120
550,3,3946800
140,5,1034600
273,7,1503957
487,7,7728203
494,4,3955952
69,1,58443
208,3,1265472
391,3,2107881
137,1,209610
184,5,2258600
515,7,8662815
443,7,2654456
272,5,1640160
151,3,475650
98,6,1088976
331,3,709995
350,4,3320800
431,7,2060611
522,3,1805598
330,6,1354320
84,5,442260
402,5,3372780
248,5,689440
168,2,236208
504,1,324072
592,5,4999440
566,5,1519710
228,2,1015056
129,3,599850
397,6,2296248
236,2,856680
490,2,906500
135,5,1579500
158,5,1007250
457,4,2571996
248,3,1540080
53,2,156986
389,5,2139500
306,2,643824
317,2,552848
101,4,767196
548,6,6579288
541,5,1501275
283,2,436952
214,2,431852
443,2,1695804
361,4,1533528
67,3,217683
489,3,2000988
328,6,3229488
263,2,349264
544,4,4297600
432,6,2630880
384,6,4283136
400,1,629600
34,6,498168
76,5,277400
162,5,1658070
311,4,2805220
489,4,2845980
218,5,2495010
434,6,1794156
216,7,2673216
56,6,738528
440,7,7472080
372,1,215760
403,6,2790372
301,2,426216
584,1,710728
533,6,2436876
328,7,1956192
567,5,4626720
39,4,128388
404,5,2125040
279,7,4616892
383,5,1989685
550,2,809600
46,1,101522
254,1,588264
230,4,793040
188,4,756512
548,3,1422060
297,4,972972
362,6,1689816
448,2,914816
287,6,2725926
196,4,711872
401,1,479596
30,1,63240
35,1,72485
538,3,3010110
167,1,371742
271,5,1760145
567,7,7068789
79,4,254696
275,1,365750
41,4,156456
232,5,1668080
171,6,1595430
136,7,1780240
247,4,1037400
555,1,585525
587,6,8646510
552,1,488520
307,6,3024564
244,5,3001200
440,2,1581360
294,1,488040
514,4,3079888
495,7,7127505
93,3,343728
593,4,4997804
494,2,1601548
279,2,814122
251,2,914142
470,5,3116100
500,1,832500
264,4,2084544
208,6,1159392
267,1,181560
42,6,511812
169,6,1417572
353,6,3253248
67,2,111622
587,2,679746
540,2,2369520
145,6,816930
534,3,2515140
592,1,1343248
376,1,538808
514,7,7991158
401,7,3795064
152,3,492480
420,3,2789640
176,6,2063424
374,4,2019600
71,7,706237
175,6,1432200
575,4,2776100
590,4,2640840
484,3,2482920
160,4,977280
284,3,710568
414,6,3507408
115,3,251160
371,3,1180893
246,3,884862
492,5,6122940
200,1,313800
542,2,1807028
212,6,1624344
490,4,1154440
521,6,4689000
491,4,1814736
158,4,893648
388,2,733320
320,7,1469440
447,6,3022614
351,2,1094418
262,7,2090760
193,7,3245102
258,1,517290
276,2,607200
534,1,622110
123,1,217095
144,1,303552
579,4,2619396
157,2,397210
438,1,499758
68,3,180744
463,3,1712637
476,6,6660192
80,3,277680
185,4,549080
457,4,1526380
517,5,5635300
358,4,3411024
382,4,1744976
117,6,481572
346,5,4209090
420,3,1354500
240,1,162480
54,7,808542
404,6,2763360
478,2,1956932
331,4,1955548
437,4,3532708
423,3,772821
142,3,261990
74,7,352240
507,1,909558
452,5,4452200
409,3,1910439
474,5,1329570
59,5,497075
265,2,292560
321,4,1115796
508,4,3553968
219,2,228198
119,1,186354
443,2,458062
48,7,511056
263,1,142020
164,2,471336
590,3,4237380
446,7,4364556
177,7,1226610
353,5,2631615
185,1,366855
354,3,1279710
587,6,5075202
533,7,3204929
446,1,1039626
288,3,2040768
484,7,7419720
339,2,1649574
389,3,2440197
138,3,428490
271,3,1204053
98,7,746368
390,3,1533870
295,6,1024830
571,6,5039646
492,2,1307736
177,1,140361
583,5,5760040
242,6,1283568
96,6,1200960
43,5,379690
598,5,5884320
90,5,891450
313,3,1306149
30,7,192150
279,4,1574676
400,7,4480000
450,5,2607750
296,7,3588704
43,5,440105
179,4,1697636
167,7,2777544
536,3,1591920
204,3,1219104
33,2,133716
410,1,619100
231,3,926541
143,2,565136
384,7,2819712
70,6,397320
216,7,2552256
442,4,3030352
426,4,2194752
362,4,2478976
322,4,1862448
195,5,1652625
542,2,1904588
451,7,6074068
533,1,703560
592,6,7892544
593,5,7139720
62,4,193440
359,2,1178238
288,3,1163808
521,5,1607285
370,3,769230
94,7,1437730
391,5,2981375
302,2,726008
444,6,1875456
581,1,793646
62,5,655650
201,4,985704
353,4,2411696
34,5,124950
259,7,3894324
342,4,3201120
91,6,446082
141,3,338400
572,6,6712992
383,6,1362714
296,3,781440
52,1,71864
349,5,1488485
77,1,166166
465,6,4567230
450,5,4808250
453,6,4511880
518,5,5022010
285,3,2079360
104,4,573248
479,3,2981775
256,4,1369088
264,1,276144
516,5,5247720
542,4,3431944
231,2,816816
556,3,1027488
114,1,85500
32,4,270592
496,3,2714112
428,4,3519872
306,1,755208
192,4,507648
413,2,1898148
468,2,648648
71,7,265398
285,2,1380540
105,4,620340
413,5,4644185
556,1,544880
541,3,1231857
327,6,4181022
174,5,1606020
293,5,2113995
189,7,1473822
549,7,2202039
316,5,3675080
252,6,981288
306,3,1911276
545,5,5090300
322,6,1182384
328,4,2571520
36,4,271584
223,3,1200855
278,6,3265944
226,1,345328
437,2,724546
425,3,2553825
372,6,1158408
218,5,2658510
582,3,2713284
125,6,496500
206,1,219390
408,4,2457792
578,6,8250372
351,5,931905
95,5,554800
307,4,2931236
328,6,1259520
499,4,3950084
307,7,2628227
423,6,3459294
555,6,6323670
177,4,423384
464,6,2522304
397,5,4795760
389,2,1744276
335,4,2840800
476,2,1815464
240,4,1468800
184,5,816040
445,3,2803500
309,4,1939284
246,3,1135044
81,5,561330
346,7,2664200
210,4,2039520
395,2,1598170
46,1,99590
445,3,950520
464,6,6740064
42,1,100884
308,5,2730420
198,6,1285416
113,7,1098699
471,1,594873
536,3,3878496
316,3,2074224
142,6,1341900
199,2,942464
78,2,323076
509,4,4405904
258,5,811410
149,6,1817502
89,3,629853
246,5,1709700
590,1,1034270
485,3,794430
281,7,2490222
257,4,805952
180,7,842940
186,1,337404
492,4,1664928
179,4,484016
146,2,204400
302,2,611248
335,3,2465265
160,1,314240
543,3,1977606
140,4,291200
44,7,545468
111,6,638028
495,5,4118400
91,2,233142
190,6,1881000
361,5,2637105
251,5,1041650
238,3,656166
284,4,792928
379,4,3656592
280,5,2081800
55,1,123035
590,1,685580
172,6,1088760
504,4,3142944
111,3,545787
46,6,320988
142,2,412084
203,2,410466
81,5,913275
533,3,1827657
171,3,1052676
432,6,1581120
151,4,1386180
501,2,1783560
153,2,526320
264,4,852192
578,6,4803180
123,5,621150
501,5,1275045
316,7,2461956
376,6,3079440
490,5,2638650
71,5,185310
293,2,1210676
63,4,255276
393,5,4556835
172,5,796360
582,3,2011392
387,7,4496940
417,7,2857701
554,6,6425292
406,4,2708832
147,2,457464
445,2,1419550
496,6,3550368
480,4,2181120
273,2,479388
75,1,166800
545,6,5918700
333,6,4889106
235,6,1732890
166,4,626152
518,6,6175596
337,1,578292
283,1,444310
342,1,676134
565,3,2754375
379,1,906947
97,5,515555
254,6,3395472
578,1,1107448
167,3,1047090
188,5,1822660
289,1,455464
379,5,1701710
475,6,5383650
445,3,1194825
374,4,3455760
276,4,819168
458,5,3322790
381,1,454914
292,7,4220860
206,5,1604740
517,7,3488716
171,1,108756
369,2,1414008
456,3,1491120
73,5,281050
489,6,2936934
383,4,1375736
312,7,3466008
546,5,5061420
78,4,559728
491,5,5359265
454,2,1191296
498,7,2910810
167,2,652970
37,3,233322
54,4,334368
540,5,2605500
99,5,936045
242,7,2483404
160,7,1088640
340,7,2875040
272,7,2781744
255,3,1436670
592,3,3028080
32,5,289760
193,5,1799725
465,3,2577960
239,6,1046820
200,5,1315000
111,4,967476
136,4,756160
397,5,4849355
442,1,1009970
205,7,3053680
291,3,1193391
322,3,1755222
533,1,277693
242,3,1105698
395,7,1473745
415,5,3801400
553,3,3135510
375,5,982500
493,7,5311089
394,4,3204008
30,3,87300
586,1,842082
148,3,1083804
322,6,2967552
550,6,8167500
68,5,634100
206,3,1331790
236,6,1331040
235,2,570580
204,4,1241952
320,1,471680
383,3,592884
586,3,1656036
144,7,2120832
425,1,674900
272,1,677280
478,3,2817810
397,1,672518
188,3,1234596
103,2,325892
108,1,189972
586,4,2193984
131,5,1560865
94,5,579510
592,4,5687936
386,3,1256430
597,7,3740205
88,1,48400
87,3,140940
306,6,2328048
593,1,929824
447,2,761688
463,4,2994684
114,3,852606
387,4,1947384
271,1,656633
297,7,4222449
456,6,6612912
296,2,526288
271,7,3037097
397,5,3578955
317,3,945294
454,3,2406654
289,6,1326510
61,4,484340
356,3,1355292
54,5,215190
437,7,3215009
296,2,423872
224,7,2477440
219,7,2940294
142,1,234442
72,5,786240
293,4,2410804
504,7,1891008
125,3,587250
54,3,242676
557,5,5812295
588,2,1099560
204,6,2908224
226,5,2359440
276,7,4814544
440,6,5161200
285,4,1999560
521,6,2047530
510,1,666060
442,2,853944
331,4,1942308
508,7,5298440
424,4,1675648
267,7,3407187
539,5,4996530
496,3,3486384
569,3,3192090
315,7,3356010
550,1,303050
318,7,4265016
591,4,1515324
112,3,224112
570,6,3454200
161,7,1323098
78,6,940680
101,2,413898
299,3,1480947
435,5,2390325
407,3,2832720
532,3,877800
498,3,1979550
336,6,3112704
546,4,3321864
72,5,377280
573,3,2011230
165,3,260370
154,2,330792
394,6,2543664
353,5,2216840
358,2,1525796
228,4,1289568
595,3,1922445
217,6,3053190
473,1,1161688
89,2,320756
272,5,2495600
525,3,3792600
354,2,1652472
205,6,1735530
149,7,1648983
320,2,941440
429,7,2231229
454,3,1415118
549,2,1982988
113,7,969766
564,3,3274020
447,1,871203
362,5,3303250
166,4,611544
545,4,3217680
161,1,112217
161,2,252126
222,7,1564878
277,3,713829
378,4,1377432
106,7,441490
305,7,1752835
529,7,2677269
511,2,1622936
535,5,2461000
76,5,813580
268,5,2957380
580,6,7231440
327,2,434256
38,4,182400
579,5,2562075
557,3,2673600
559,2,1685944
376,2,1242304
448,7,5227712
341,5,3797035
168,5,1983240
364,4,1859312
336,3,1924272
290,3,1276290
113,3,449175
183,1,240828
409,3,3038052
479,2,536480
214,4,1444928
42,7,403956
177,7,2157099
442,2,1788332
549,7,4000563
102,3,702882
180,7,1452780
34,3,94656
185,2,826580
37,7,547785
272,3,1267248
572,5,5734300
259,1,244237
320,7,4368000
299,6,2872194
349,2,1665428
290,4,801560
365,2,933670
91,3,618072
97,4,492372
272,1,261392
253,1,380006
383,4,2811220
87,2,199578
93,2,154938
411,6,3496788
56,4,333312
456,6,1513008
154,5,1789480
169,4,967356
127,6,773430
465,7,8036595
583,1,637219
573,4,2546412
193,2,949560
576,6,4886784
199,1,461481
360,1,687600
537,2,1694772
573,6,1932156
198,3,459162
479,5,2450085
478,2,1809708
285,5,3267525
207,6,1917648
557,2,2135538
82,4,340464
476,5,3196340
173,2,299636
159,3,778464
180,7,763560
216,5,2108160
368,4,3294336
260,2,444600
288,2,1120896
263,7,2028782
274,6,3672696
364,2,1356264
490,1,308700
121,1,109505
473,1,1029721
58,6,701220
459,3,1651023
263,1,611475
197,2,223792
87,4,230376
212,5,2234480
223,2,997702
591,1,449160
540,5,1919700
193,2,373262
207,3,316089
511,3,2278038
514,6,4891224
268,3,1320168
424,3,1699392
574,7,9225328
162,3,453924
202,1,415312
572,1,594308
470,2,567760
169,1,149903
401,6,4383732
484,1,649044
122,1,212158
454,7,6883548
140,1,122780
143,7,2152150
401,6,4925082
68,2,98872
470,6,3680100
246,2,666168
34,4,204000
160,6,1341120
353,5,2824000
156,3,511524
96,7,1514016
385,6,2601060
214,3,404460
240,7,1612800
550,6,4382400
50,5,601750
579,3,2504754
204,4,755616
298,1,167476
496,5,3501760
147,7,2499441
486,2,1703916
93,2,129270
64,4,146432
163,2,216464
545,2,1744000
216,2,630720
167,6,2374740
229,7,2167256
95,7,1026095
249,2,537840
162,6,1221804
527,7,7695254
522,1,1002240
513,5,4947885
278,2,821212
364,6,3653832
270,1,584280
510,2,605880
405,5,1735425
335,4,2460240
159,5,1619415
356,3,897120
340,7,2089640
201,6,1117962
509,6,6450048
267,1,585264
342,4,782496
171,4,1037628
385,3,1757910
88,3,359040
159,4,1451352
476,6,5977608
596,3,1550196
286,7,1145144
361,3,2508228
375,4,967500
520,5,5595200
218,2,584240
263,5,1253195
380,5,2276200
293,4,2468232
456,7,5723256
551,6,6284706
265,5,1193825
327,1,623262
78,5,916110
434,2,968688
246,4,2356680
413,3,1756902
117,1,146016
120,6,1439280
333,2,1179486
451,5,1844590
458,1,528532
435,1,310590
199,3,1432800
95,2,365370
304,4,2376064
577,6,7609476
160,7,2749600
540,4,1438560
428,7,2127160
537,4,2955648
385,5,2541000
389,3,2633919
155,3,515220
148,6,1805304
545,2,1054030
71,6,405552
155,6,2075760
49,6,394842
171,4,863892
497,4,1125208
206,5,1988930
341,3,2532948
287,7,4903969
436,2,2054432
404,5,1363500
35,5,93275
31,3,63705
77,1,67991
247,5,2471235
53,4,117448
474,3,3010374
420,5,2958900
456,3,2009592
207,1,165600
286,4,1865864
91,1,208208
293,1,265165
30,3,169920
191,6,2078844
37,1,34632
578,1,1310904
44,6,132000
478,1,315002
430,1,709500
413,3,1053150
87,3,237771
578,5,4008430
519,5,3036150
219,1,495159
304,4,2517120
536,4,3734848
460,4,1503280
422,6,1440708
47,2,140060
179,5,506570
249,5,2199915
423,6,3243564
430,1,251980
308,6,2411640
118,4,904352
569,7,6747202
330,7,2487870
332,4,944208
88,2,335808
147,5,1570695
385,6,4460610
279,3,1629639
556,1,909060
152,5,529720
549,1,826794
185,5,1697375
288,7,1387008
263,4,1122484
69,4,181608
39,3,123903
123,6,1232460
295,6,3908160
419,4,2031312
84,6,317520
79,2,360082
47,1,53345
318,2,1409376
281,3,1256070
439,6,5897526
597,2,1287132
343,1,183848
203,5,1153040
452,3,2862516
209,7,1957494
422,1,977352
483,2,2230494
463,6,2944680
523,4,3583596
257,3,1731666
397,4,3020376
272,2,995520
145,4,328860
457,7,6391602
285,2,446310
95,6,300390
409,3,1965654
321,7,3330054
584,1,918632
94,2,225788
403,1,203515
81,3,319788
93,4,823980
277,1,378659
539,2,1653652
142,7,2457168
383,5,4285770
574,5,2620310
344,2,925360
542,2,1687788
58,4,306240
361,3,1210794
256,6,3555840
386,7,4223226
199,3,899082
305,6,3008520
116,1,169940
175,6,1592850
225,6,1884600
77,5,460845
71,5,540665
597,4,2543220
259,5,3045840
252,3,1790208
293,6,3635544
132,5,1117380
368,7,1707888
296,6,3209232
553,3,2702511
208,3,474240
90,6,959040
207,3,1271187
558,2,1163988
370,3,1030080
329,5,1712445
50,3,201000
181,5,1655245
115,1,80615
536,7,3451840
89,3,601818
184,7,1129576
83,5,729985
107,1,86777
212,5,2620320
435,7,3504795
366,5,2635200
568,2,954240
232,5,2396560
65,5,175175
384,2,1711104
398,2,1702644
260,2,407160
293,1,149430
356,2,758992
529,3,3888150
79,1,135959
562,3,3311304
265,2,1176600
312,6,2472912
57,5,691410
317,6,1008060
525,3,2077425
575,1,1327675
105,2,497910
406,4,3934952
396,6,5450544
337,4,954384
298,5,3410610
94,6,739404
527,3,3402312
570,3,3276360
467,1,272728
171,2,508212
499,1,1070355
211,6,2744688
283,7,1345099
364,6,2487576
55,7,858935
385,2,484330
581,7,7747635
202,5,2200790
382,1,378562
362,5,2581060
291,4,2779632
587,2,1179870
327,7,3135930
297,6,3986334
593,1,1420235
498,5,1344600
308,6,3740352
584,5,6850320
511,4,4817708
453,4,3875868
308,1,271656
91,2,161980
284,1,610600
492,6,4274496
359,1,611018
215,5,1102950
269,3,863490
292,2,720072
360,4,1398240
252,7,2323188
166,4,1533176
91,2,113386
318,2,335808
105,7,1277430
39,3,82134
105,6,1021860
82,1,156374
203,4,1031240
456,3,755136
581,2,1073688
53,2,229596
107,4,925336
434,3,1040298
214,3,860280
586,3,3327894
456,4,4406784
465,2,1366170
401,1,976836
234,6,2966652
443,3,3200232
379,4,3482252
362,2,396028
125,3,796875
569,2,1776418
72,3,196992
49,6,202860
105,3,158130
